"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @anilswadeshi: #NPSGoBack #PizzaGate
इस समय आप सड़क पर नहीं आ सकते, कोई बात नहींI घर में रहकर अपना विरोध दर्ज कीजिए और चमत्कार देखिएI आप…",FALSE,0,NA,2020-06-12 08:36:39,FALSE,NA,"1271360754025783297",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mani_1808",41,TRUE,FALSE,NA,NA
"2","RT @PhilliesHippie: PROOF THAT KIDS WERE BEING TORTURES AND RAPED IN UNDERGROUND TUNNELS IN LARGE U.S. CITIES. ELITES WERE HARVESTING THEIR…",FALSE,0,NA,2020-06-12 08:36:38,FALSE,NA,"1271360749579927552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YazarTour144",258,TRUE,FALSE,NA,NA
"3","RT @angeelmami: #PizzaGateIsReal 
now how u can explain that?
#PizzaGate #Anonymous https://t.co/qWCiegmxVN",FALSE,0,NA,2020-06-12 08:36:37,FALSE,NA,"1271360748795691009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","n__e__s__s",39,TRUE,FALSE,NA,NA
"4","RT @yvonnewkimani1: Me trying to explain #PizzaGate and everyone involved to my friends and family https://t.co/cj64I09KYn",FALSE,0,NA,2020-06-12 08:36:37,FALSE,NA,"1271360746232983552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amadei_silvia",347,TRUE,FALSE,NA,NA
"5","RT @YourAnonCentral: The goal for #PizzaGate and QAnon, was to destroy the credibility of #OpDeathEaters and those involved in the investig…",FALSE,0,NA,2020-06-12 08:36:16,FALSE,NA,"1271360657284349952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Big_Thor1",712,TRUE,FALSE,NA,NA
"6","RT @explainedtheory: child torture and inside the restaurant #pizzagate 
https://t.co/MXu50gDOzi",FALSE,0,NA,2020-06-12 08:36:15,FALSE,NA,"1271360654008479744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","222aur444",51,TRUE,FALSE,NA,NA
"7","RT @TheKarmaYouNee1: So they won’t let me send through email so here we are #PizzaGateX #Darktruth #pizzagate https://t.co/zw0b5NhsaV",FALSE,0,NA,2020-06-12 08:36:04,FALSE,NA,"1271360607187591174",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YazarTour144",467,TRUE,FALSE,NA,NA
"8","RT @LSDgoddess: list of hashtags y’all need to go through!!
#Adrenochrome
#PEDOGATE 
#DeepState 
#FRAZZLEDRIP 
#Pedowood
#SpiritCooking
#We…",FALSE,0,NA,2020-06-12 08:35:35,FALSE,NA,"1271360486781534208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayariwastaken",902,TRUE,FALSE,NA,NA
"9","Good Old Pals... Charlie &amp; Jimmy having a little giggle.
#PIZZAGATE
#PEDOGATE 
#Babylon 
#SaveTheChildren… https://t.co/Faqr8FnGv3",FALSE,0,NA,2020-06-12 08:35:17,TRUE,NA,"1271360411129036803",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PeopletoPower",0,FALSE,FALSE,NA,NA
"10","#pizzagate #PizzaGateIsReal wtf... https://t.co/aSZCmjNPyc",FALSE,1,NA,2020-06-12 08:35:14,FALSE,NA,"1271360397375758337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Femboi_slutt",0,FALSE,FALSE,NA,NA
"11","RT @PhilliesHippie: MEL GIBSON EXPOSING THE #Adrenochrome MARKET IN HOLLYWOOD. 
#obamagate #pizzagate #FRAZZLEDRIP #DrainTheSwamp #spygate…",FALSE,0,NA,2020-06-12 08:35:07,FALSE,NA,"1271360371169738752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bvbblyboba",197,TRUE,FALSE,NA,NA
"12","RT @_WhiteRabbitt_: 675,000 Emails!?

Anthony Wiener Laptop?

If you think #OBAMAGATE is bad, wait till the public hears about #PIZZAGATE .…",FALSE,0,NA,2020-06-12 08:35:01,FALSE,NA,"1271360346184282117",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paepaepae",5292,TRUE,FALSE,NA,NA
"13","#IStandWithJKRowling #JumatBerkah #JUNKTERRORBILLNOW #JummahMubarak #JISOO #kenyatta #louiesgoingtojailparty… https://t.co/ul2Nb31ncA",FALSE,0,NA,2020-06-12 08:34:15,TRUE,NA,"1271360152566988800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paultentena1",0,FALSE,FALSE,NA,NA
"14","RT @__zeyno_____: Don't you think the FBI-shared symbols that help pedophiles get together and the resemblance to the Pope's robe are also…",FALSE,0,NA,2020-06-12 08:33:33,FALSE,NA,"1271359973889433600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marbellaaaa_",9,TRUE,FALSE,NA,NA
"15","RT @megsmith974: #PizzaGateIsReal #PIZZAGATE",FALSE,0,NA,2020-06-12 08:32:26,FALSE,NA,"1271359695991824384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WendiJoy3",1,TRUE,FALSE,NA,NA
"16","RT @_WhiteRabbitt_: 675,000 Emails!?

Anthony Wiener Laptop?

If you think #OBAMAGATE is bad, wait till the public hears about #PIZZAGATE .…",FALSE,0,NA,2020-06-12 08:31:52,FALSE,NA,"1271359553775509504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aray_rn",5292,TRUE,FALSE,NA,NA
"17","RT @expectU5: Do your own research #pizzagate #ADRENOCHROME #WWG1WGA #ChildTrafficking #PodestaEmails #pedogate2020 #OBAMGATE https://t.co/…",FALSE,0,NA,2020-06-12 08:31:36,FALSE,NA,"1271359483453698049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bvbblyboba",469,TRUE,FALSE,NA,NA
"18","RT @CowpattyPatty: #PizzaGate #PizzaGateIsReal #SpiritCooking PLEASE Pray for Justice #Obamagate and Clooney OTW to #EpsteinIsland to RAPE,…",FALSE,0,NA,2020-06-12 08:31:34,FALSE,NA,"1271359475224584192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IMB1330",3,TRUE,FALSE,NA,NA
"19","In case you forgot #Plandemic #FRAZZLEDRIP #DefundDemonrats #pizzagate #pedowood #DefundDemocrats #podestaart… https://t.co/6DBMhTPFyS",FALSE,1,NA,2020-06-12 08:31:31,TRUE,NA,"1271359465103609856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Elevate_2020",0,FALSE,FALSE,NA,NA
"20","RT @TheKarmaYouNee1: So they won’t let me send through email so here we are #PizzaGateX #Darktruth #pizzagate https://t.co/zw0b5NhsaV",FALSE,0,NA,2020-06-12 08:31:27,FALSE,NA,"1271359447315525633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","222aur444",467,TRUE,FALSE,NA,NA
"21","RT @pepmorabito: #Obamagate #SOROSGATE #PizzaGate #HillaryForPrison #PodestaEmails https://t.co/dtQMC2f1MZ",FALSE,0,NA,2020-06-12 08:30:56,FALSE,NA,"1271359315811504133",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NickStel18",1,TRUE,FALSE,NA,NA
"22","RT @KrHealerGuide: Still #conspiracy? 

Fall of Cabal
https://t.co/Gf7u1jznJz

Out of Shadows
https://t.co/WmQZJYWdaU

Hoaxed
https://t.co/…",FALSE,0,NA,2020-06-12 08:30:15,FALSE,NA,"1271359145913040901",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eyezoftexas1",18,TRUE,FALSE,NA,NA
"23","RT @chanteeeslay: So I was researching #pizzagate, #frazzledrip,  #Epsteinpalace, #andrenochrome and all that and my phone shut off, search…",FALSE,0,NA,2020-06-12 08:30:05,FALSE,NA,"1271359104502640640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","n__e__s__s",4,TRUE,FALSE,NA,NA
"24","RT @NikkiLala01: The more they see ppl wake up to PizzaGate &amp; with upcoming hearings for Obama admin &amp; HRC court testimony, the more they p…",FALSE,0,NA,2020-06-12 08:29:58,FALSE,NA,"1271359074458832898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WendiJoy3",4,TRUE,FALSE,NA,NA
"25","RT @_WhiteRabbitt_: 675,000 Emails!?

Anthony Wiener Laptop?

If you think #OBAMAGATE is bad, wait till the public hears about #PIZZAGATE .…",FALSE,0,NA,2020-06-12 08:29:57,FALSE,NA,"1271359070344114177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pegasi51b",5292,TRUE,FALSE,NA,NA
"26","@gantzbe Did you mention #pizzagate?",FALSE,0,"gantzbe",2020-06-12 08:29:53,FALSE,"1271048091924410370","1271359053827104768","1082167187006242817","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JCStrat",0,FALSE,FALSE,NA,NA
"27","RT @MazurikL: HRC lost her appeal &amp; WILL testify in September! 675,000 emails on Anthony Weiner’s laptop include the Clinton Foundation &amp; t…",FALSE,0,NA,2020-06-12 08:29:32,FALSE,NA,"1271358964928622595",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","julie_merlot",1579,TRUE,FALSE,NA,NA
"28","RT @brownieswithj: The #PEDOGATE #Pedowood #PedoJoe #obamagate #ClintonBodyCount #FRAZZLEDRIP #HillaryEmails #PodestaBrothers #AbortionIsMu…",FALSE,0,NA,2020-06-12 08:29:17,FALSE,NA,"1271358900646879233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fibonacci147",3,TRUE,FALSE,NA,NA
"29","Audio of Hillarys Appeals court hearing found here. 

#IstandWithTucker
#Russiagate
#FisaGate
#PIZZAGATE https://t.co/QP2gsCJSAJ",FALSE,1,NA,2020-06-12 08:28:31,FALSE,NA,"1271358706761052160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NikkiLala01",0,FALSE,FALSE,NA,NA
"30","RT @Jane_Banane_: Ein Gesicht das jeder Mal gesehen haben sollte. #PEDOGATE #PizzaGate https://t.co/Dos20WD3Ty",FALSE,0,NA,2020-06-12 08:28:05,FALSE,NA,"1271358601475624961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","K00KIEC0RE",1,TRUE,FALSE,NA,NA
"31","RT @PhilliesHippie: PROOF THAT KIDS WERE BEING TORTURES AND RAPED IN UNDERGROUND TUNNELS IN LARGE U.S. CITIES. ELITES WERE HARVESTING THEIR…",FALSE,0,NA,2020-06-12 08:27:11,FALSE,NA,"1271358372357394433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","222aur444",258,TRUE,FALSE,NA,NA
"32","RT @missp_rose: 🍕
Use duckduckgo and search the Finders, look familiar? 

Whistleblowers Ted Gunderson, former CIA DIRECTOR and John Kiriak…",FALSE,0,NA,2020-06-12 08:26:44,FALSE,NA,"1271358258645626886",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BarazaMarvinIII",2,TRUE,FALSE,NA,NA
"33","RT @missp_rose: https://t.co/PalEfDSajY - whistleblower Ted Gunderson, ex CIA Director exposes the cult and explains its connection to othe…",FALSE,0,NA,2020-06-12 08:26:35,FALSE,NA,"1271358221228273664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BarazaMarvinIII",1,TRUE,FALSE,NA,NA
"34","RT @missp_rose: 🍕🍕🍕

starting a thread of video links for those falling down the rabbit hole, please add to it and share the links to your…",FALSE,0,NA,2020-06-12 08:26:02,FALSE,NA,"1271358084716228613",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BarazaMarvinIII",4,TRUE,FALSE,NA,NA
"35","RT @PhilliesHippie: ⚠️⚠️VIEWR DISCRETION! TRIGGER WARNING! ⚠️⚠️
 
VID:JOHN PODESTA TORTURING A YOUNG BOY. BURNING HIM IN A HOT SHOWER WHILE…",FALSE,0,NA,2020-06-12 08:25:21,FALSE,NA,"1271357910497423363",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mizam___",48,TRUE,FALSE,NA,NA
"36","RT @RMacaira: ¿Profético? Salmo 109
#Venezuela #Caracas #fe #DeepState #Covid_19 #rebelionnacional #SinAgua #SinGas #SinLuz #SinGasolina #B…",FALSE,0,NA,2020-06-12 08:24:39,FALSE,NA,"1271357737524441088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","algarrobo_em",2,TRUE,FALSE,NA,NA
"37","RT @__blalock: Since they exposing hollywood Pedophilia.

Isaac Kappy a hollywood star who played in Thor, Terminator and others exposed To…",FALSE,0,NA,2020-06-12 08:24:04,FALSE,NA,"1271357589310365698",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vdladimircyhn",2005,TRUE,FALSE,NA,NA
"38","RT @RMacaira: ¿Profético? Salmo 109
#Venezuela #Caracas #fe #DeepState #Covid_19 #rebelionnacional #SinAgua #SinGas #SinLuz #SinGasolina #B…",FALSE,0,NA,2020-06-12 08:24:03,FALSE,NA,"1271357586252726274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laceiba_hc01",2,TRUE,FALSE,NA,NA
"39","Part 4 #PIZZAGATE #cardib #jayz #Beyonce #6ix9ine #coronavirus #COVID19 #OBAMA #BillGatesIsEvil #trump #kids #kids… https://t.co/6Sr2Xsg4st",FALSE,0,NA,2020-06-12 08:23:34,TRUE,NA,"1271357463070150657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamisabel10",0,FALSE,FALSE,NA,NA
"40","RT @Alexys______: Choose awakening, watch #PizzaGate https://t.co/TwsbApoVGq",FALSE,0,NA,2020-06-12 08:23:10,FALSE,NA,"1271357362654203908",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","222aur444",379,TRUE,FALSE,NA,NA
"41","¿Profético? Salmo 109
#Venezuela #Caracas #fe #DeepState #Covid_19 #rebelionnacional #SinAgua #SinGas #SinLuz… https://t.co/ueHgn79ZSO",FALSE,2,NA,2020-06-12 08:22:53,TRUE,NA,"1271357292974391296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RMacaira",2,FALSE,FALSE,NA,NA
"42","$65,000 worth of pizza #PIZZAGATE 🤔🤔🤔🤔 https://t.co/ZzQjdix1X3",FALSE,1,NA,2020-06-12 08:21:28,FALSE,NA,"1271356936424951809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AL__Fallah",0,FALSE,FALSE,NA,NA
"43","RT @_WhiteRabbitt_: 675,000 Emails!?

Anthony Wiener Laptop?

If you think #OBAMAGATE is bad, wait till the public hears about #PIZZAGATE .…",FALSE,0,NA,2020-06-12 08:21:10,FALSE,NA,"1271356858486255617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Get_Smart_086",5292,TRUE,FALSE,NA,NA
"44","Womens Qanon WWG1WGA for Q Patriot Q Anon V-Neck T-Shirt https://t.co/kjr89J4Epe

#Ad #QAnon #TheStorm #Pizzagate… https://t.co/im3BE12Feq",FALSE,0,NA,2020-06-12 08:21:01,TRUE,NA,"1271356820548997120",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","mystylehfb",0,FALSE,FALSE,NA,NA
"45","RT @_WhiteRabbitt_: Do people really believe the “official narrative” of Epstein’s death. The guy who can spill the beans and take down the…",FALSE,0,NA,2020-06-12 08:20:59,FALSE,NA,"1271356813955473408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OcultaAscuns",53,TRUE,FALSE,NA,NA
"46","@HillaryClinton  fuCK YOUUU #PizzaGateIsReal  #PIZZAGATE #ugly  #old",FALSE,1,"HillaryClinton",2020-06-12 08:20:52,FALSE,NA,"1271356784549060608","1339835893","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krina96677827",0,FALSE,FALSE,NA,NA
"47","@LiberdadeNewman #PizzaGate",FALSE,0,"LiberdadeNewman",2020-06-12 08:20:38,FALSE,"1271352184777605120","1271356726634258432","1136718720682876928","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","soap_dan",0,FALSE,FALSE,NA,NA
"48","RT @Josef_Petermann: Meine FRAGE in dieser Zeit ist folgende - sehe das Bild ganz genau an! #PIZZAGATE https://t.co/KbPbJT1D1k",FALSE,0,NA,2020-06-12 08:20:24,FALSE,NA,"1271356664634060800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","einer_vielen",2,TRUE,FALSE,NA,NA
"49","RT @explainedtheory: child torture and inside the restaurant #pizzagate 
https://t.co/MXu50gDOzi",FALSE,0,NA,2020-06-12 08:20:20,FALSE,NA,"1271356649144377344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cbizzlex",51,TRUE,FALSE,NA,NA
"50","RT @marumarumamama: ジャック・ドーシーが🍕をツイート。

タイプミス？？

...いやいや、そんなわけな〜い💦💦💦😱😱😱

#PizzaGate https://t.co/cDOzcpC3LS",FALSE,0,NA,2020-06-12 08:20:13,FALSE,NA,"1271356620992204801",NA,"<a href=""https://twitter.com/kikou_mewan"" rel=""nofollow"">kikou_mewan</a>","kikou_mewan",52,TRUE,FALSE,NA,NA
"51","RT @PHARAOH_ATEN_: 🚨#CATHYOBRIEN SAYS SHE WAS #RAPED AS A #CHILD BY THE #CLINTONS
🎥: https://t.co/WgWtYQSvB0
#PIZZAGATE
#HUMANTRAFFICKING
#…",FALSE,0,NA,2020-06-12 08:19:57,FALSE,NA,"1271356552688041984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lilmane42O",435,TRUE,FALSE,NA,NA
"52","Part 4 #BlackLivesMatter #kids #trump #CelebrityWatchParty #Celebrities #PIZZAGATE #trump https://t.co/uHRO5a3qAS",FALSE,0,NA,2020-06-12 08:19:52,FALSE,NA,"1271356533432102913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamisabel10",0,FALSE,FALSE,NA,NA
"53","RT @goth_joji: Hillary was in court for hundreds of thousands of deleted pedo emails and a videos found on a laptop by the NYPD that showed…",FALSE,0,NA,2020-06-12 08:19:20,FALSE,NA,"1271356398488649728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wallfloweredd",726,TRUE,FALSE,NA,NA
"54","RT @WarrenLukas: if i go missing, it’s because i found out that this is the real illuminati! 😭 rs #PizzaGate https://t.co/zlnDzIVwkz",FALSE,0,NA,2020-06-12 08:19:08,FALSE,NA,"1271356347812990976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cbizzlex",7,TRUE,FALSE,NA,NA
"55","RT @oh_hey_cutie: Look into #pizzagate and #frazzeldrip https://t.co/nvSO4kMPYr",FALSE,0,NA,2020-06-12 08:19:03,FALSE,NA,"1271356328200466432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cbizzlex",24,TRUE,FALSE,NA,NA
"56","RT @LSDgoddess: list of hashtags y’all need to go through!!
#Adrenochrome
#PEDOGATE 
#DeepState 
#FRAZZLEDRIP 
#Pedowood
#SpiritCooking
#We…",FALSE,0,NA,2020-06-12 08:18:58,FALSE,NA,"1271356303470931970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MXR1A",902,TRUE,FALSE,NA,NA
"57","RT @goth_joji: #PizzaGate #FRAZZLEDRIP https://t.co/zYIu1oOqFQ",FALSE,0,NA,2020-06-12 08:18:54,FALSE,NA,"1271356286479761410",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wallfloweredd",54,TRUE,FALSE,NA,NA
"58","RT @_WhiteRabbitt_: 675,000 Emails!?

Anthony Wiener Laptop?

If you think #OBAMAGATE is bad, wait till the public hears about #PIZZAGATE .…",FALSE,0,NA,2020-06-12 08:18:50,FALSE,NA,"1271356272097529857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MozziesMom",5292,TRUE,FALSE,NA,NA
"59","RT @QAnonInfo: ⚠️ MUST WATCH ⚠️

This is a real judicial hearing. It's no longer a conspiracy theory.

Robert David Steele (ex CIA) opens i…",FALSE,0,NA,2020-06-12 08:18:49,FALSE,NA,"1271356267286548482",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ruckoffshort",95,TRUE,FALSE,NA,NA
"60","RT @Trudermark: #Pizzagate is trending.

The population just keeps waking up more and more, it's an amazing sight to see.

People will beli…",FALSE,0,NA,2020-06-12 08:18:49,FALSE,NA,"1271356266158321665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cbizzlex",12,TRUE,FALSE,NA,NA
"61","RT @iNaedre: @mitchellvii Her day of reckoning is coming as well. #PizzaGate https://t.co/UtSQnDpHkt",FALSE,0,NA,2020-06-12 08:18:38,FALSE,NA,"1271356222008995841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cbizzlex",21,TRUE,FALSE,NA,NA
"62","RT @MazurikL: HRC lost her appeal &amp; WILL testify in September! 675,000 emails on Anthony Weiner’s laptop include the Clinton Foundation &amp; t…",FALSE,0,NA,2020-06-12 08:18:26,FALSE,NA,"1271356170998079488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RudyVill0525",1579,TRUE,FALSE,NA,NA
"63","RT @thebea_t: BLM is a cover up for the rich and powerful pedo ring! Open your eyes! #pizzagate https://t.co/a7sQH9MDiO",FALSE,0,NA,2020-06-12 08:18:16,FALSE,NA,"1271356128543117312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cbizzlex",9,TRUE,FALSE,NA,NA
"64","RT @_WhiteRabbitt_: 675,000 Emails!?

Anthony Wiener Laptop?

If you think #OBAMAGATE is bad, wait till the public hears about #PIZZAGATE .…",FALSE,0,NA,2020-06-12 08:18:02,FALSE,NA,"1271356069886013441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KarenHa09942170",5292,TRUE,FALSE,NA,NA
"65","RT @goth_joji: Hillary was in court for hundreds of thousands of deleted pedo emails and a videos found on a laptop by the NYPD that showed…",FALSE,0,NA,2020-06-12 08:17:10,FALSE,NA,"1271355852692348929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shelovesdranes",726,TRUE,FALSE,NA,NA
"66","RT @chinqieyed_me: #PIZZAGATE #PIZZAGATE #PIZZAGATE funny Kanye exposed them and literally screamed on national TV PizzaGate and from then…",FALSE,0,NA,2020-06-12 08:17:07,FALSE,NA,"1271355840705036288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rayneesfea",308,TRUE,FALSE,NA,NA
"67","RT @CanadianQArmy: https://t.co/5SXdhWdx5z

WATCH 
#cabal #DUMBS #Canada #Calgary #Alberta #ColdLake #Vancouver #BC #PizzaGateIsReal #Pizza…",FALSE,0,NA,2020-06-12 08:16:45,FALSE,NA,"1271355746983325698",NA,"<a href=""https://timecube.2enp.com/"" rel=""nofollow"">MAGA4EVA</a>","BWaveResist2020",1,TRUE,FALSE,NA,NA
"68","RT @_WhiteRabbitt_: 675,000 Emails!?

Anthony Wiener Laptop?

If you think #OBAMAGATE is bad, wait till the public hears about #PIZZAGATE .…",FALSE,0,NA,2020-06-12 08:16:44,FALSE,NA,"1271355742575042560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mwis24568",5292,TRUE,FALSE,NA,NA
"69","RT @yourbodyrocking: Can we talk about the fact that  9 of the 12 officers that were investigating the Anthony wiener laptop case  died fro…",FALSE,0,NA,2020-06-12 08:16:31,FALSE,NA,"1271355688820699136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chadyboi808",77,TRUE,FALSE,NA,NA
"70","RT @missp_rose: 🍕🍕🍕

starting a thread of video links for those falling down the rabbit hole, please add to it and share the links to your…",FALSE,0,NA,2020-06-12 08:15:57,FALSE,NA,"1271355544322945024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WendiJoy3",4,TRUE,FALSE,NA,NA
"71","RT @SiouxsieWild: Pizzagate is trending n they hav a ""suspect"" in the Mccann case... 2020 you are keeping us on our toes! Tho to be fair AR…",FALSE,0,NA,2020-06-12 08:15:29,FALSE,NA,"1271355428908212224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leonkin28776747",204,TRUE,FALSE,NA,NA
"72","@RobberRobbo #PIZZAGATE has been around for a long time now before the metoo movement.  Hollywood is corrupt",FALSE,1,"RobberRobbo",2020-06-12 08:15:19,FALSE,"1271354748705234944","1271355386394705920","398026287","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mariexxxx21",0,FALSE,FALSE,NA,NA
"73","RT @ff219193900: @urushi_japan @yukukawa3476 #Pizzagate #ピザゲート #Obamagate
#オバマゲート

https://t.co/3eVI3FQK8c",FALSE,0,NA,2020-06-12 08:15:18,FALSE,NA,"1271355381839585280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7zGOoaT7RnXTlmV",13,TRUE,FALSE,NA,NA
"74","RT @missp_rose: how disgusting to hear her talk about Trump not apologising or respecting women! What about the hundreds of thousands of DE…",FALSE,0,NA,2020-06-12 08:15:03,FALSE,NA,"1271355320460345344",NA,"<a href=""http://stopmadness.com/"" rel=""nofollow"">StopMadness2</a>","ImmoralReport",1,TRUE,FALSE,NA,NA
"75","@9NewsAUS Lies!!! Nine news consider yourself boycotted and part of the problem #JohnPodesta #tonypodesta… https://t.co/F98y7ZHG9d",FALSE,3,"9NewsAUS",2020-06-12 08:15:03,TRUE,"1271049543312986112","1271355319965253632","22993014","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SareQWWG1WGA",0,FALSE,FALSE,NA,NA
"76","RT @PhilliesHippie: PROOF THAT KIDS WERE BEING TORTURES AND RAPED IN UNDERGROUND TUNNELS IN LARGE U.S. CITIES. ELITES WERE HARVESTING THEIR…",FALSE,0,NA,2020-06-12 08:14:57,FALSE,NA,"1271355293973135360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bvbblyboba",258,TRUE,FALSE,NA,NA
