"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""50377078792""","=""j_kl9015""","=""17953787924018526""","=""Rubius parecia dr0g4d0""","=""https://www.instagram.com/j_kl9015""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/318173904_841404720462402_3947044386425577841_n.jpg""","=""30/8/2022, 0:08:32"""
"=""13391975596""","=""leyrepeerez""","=""17916787454605135""","=""@prokdts t quiero""","=""https://www.instagram.com/leyrepeerez""","=""https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/331109363_712520283671072_1445016459792538059_n.jpg""","=""31/8/2022, 12:22:45"""
"=""2236313174""","=""drian_mauro""","=""17960978422901593""","=""Ya eres top 1??? 😮😮😮""","=""https://www.instagram.com/drian_mauro""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/12519503_992674764121962_604693952_a.jpg""","=""2/9/2022, 22:20:38"""
"=""336991448""","=""pepeton24""","=""17946108938073755""","=""Xocas oigo que hay vacaciones, puedes venir a cdmx como falbak y te juro que pido mis vacaciones y te llevo a todos lados""","=""https://www.instagram.com/pepeton24""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/327907712_852210759189902_372316192775154706_n.jpg""","=""3/9/2022, 12:19:06"""
"=""18664867308""","=""lareinadeldirecto""","=""17939502452339571""","=""🔥🔥🔥""","=""https://www.instagram.com/lareinadeldirecto""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/326151318_578150800454256_3747211271857131512_n.jpg""","=""4/9/2022, 18:10:52"""
"=""4577698135""","=""cristiano.291993""","=""17974218514733939""","=""😂😂😂😂😂😂😂""","=""https://www.instagram.com/cristiano.291993""","=""https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/317529262_206281155124988_6551618126270805075_n.jpg""","=""4/9/2022, 19:32:02"""
"=""45394664513""","=""come_back_hdp""","=""17938382132210816""","=""Vas a dar en loco con el wow""","=""https://www.instagram.com/come_back_hdp""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/343162825_962196001461504_8876482780337646779_n.jpg""","=""8/9/2022, 20:09:20"""
"=""45459698621""","=""darko.rw""","=""17923142585470887""","=""Reboot de Virgen a los 40?""","=""https://www.instagram.com/darko.rw""","=""https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/342386257_1284222615636736_726330860266616804_n.jpg""","=""14/9/2022, 4:12:24"""
"=""8681585187""","=""damian_edicion_limitada""","=""17884133537665469""","=""Vaya tirillas bueno cada uno es lo que come""","=""https://www.instagram.com/damian_edicion_limitada""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/347456131_3367799573482327_2237712906045354469_n.jpg""","=""20/9/2022, 23:14:15"""
"=""50205760214""","=""unporroytu""","=""17934822107309711""","=""@sergiophuo no, mírale la mano. Le dijo: y en el roleplay pulsabas la tecla B y el personaje apuntaba así con el dedo""","=""https://www.instagram.com/unporroytu""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/343563545_922136185671895_9097910204731389976_n.jpg""","=""23/9/2022, 11:03:35"""
"=""40532092109""","=""auroralopez325""","=""17906981540574755""","=""Viva españa 🇪🇸""","=""https://www.instagram.com/auroralopez325""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/118688963_1001369173619570_8575461454751205637_n.jpg""","=""26/9/2022, 22:02:53"""
"=""7841681""","=""137.rehab""","=""17944104287494103""","=""ese es dahmer?""","=""https://www.instagram.com/137.rehab""","=""https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/308007950_796988124954056_1361081903439878694_n.jpg""","=""27/9/2022, 11:18:04"""
"=""1306360129""","=""anthony.daveta""","=""18223621741196909""","=""Alguien sabe el tipo de género musical que pone el patrón @elxokas al comenzar sus directos ?❤️""","=""https://www.instagram.com/anthony.daveta""","=""https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/318122910_3165542350424228_6303639131275783639_n.jpg""","=""27/9/2022, 21:57:43"""
"=""53458031043""","=""dddesasstre""","=""18294871249078399""","=""puf💨""","=""https://www.instagram.com/dddesasstre""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/343419894_6784788754871850_4873934530489266978_n.jpg""","=""28/9/2022, 15:10:24"""
"=""22489735855""","=""___f_r_e_d_y___""","=""18027916477407466""","=""Hola Xokas perdona que te moleste,como se llamaba el Dj de mixes de música electrónica que era un chico español creo que dijiste el de las canciones de tus intros de twitch???,De California dreamen etc del otro día???, me lo puedes decir por MD o algo por favor??, me encantó, mil gracias""","=""https://www.instagram.com/___f_r_e_d_y___""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/308428380_683957282567989_3598641947933659635_n.jpg""","=""28/9/2022, 16:44:55"""
"=""22489735855""","=""___f_r_e_d_y___""","=""18321809902042619""","=""O alguien lo sabe???""","=""https://www.instagram.com/___f_r_e_d_y___""","=""https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/308428380_683957282567989_3598641947933659635_n.jpg""","=""28/9/2022, 16:47:01"""
